path,classification,diameter
main\Late erythroblast\Late erythroblast_3113.jpeg,Late erythroblast,8.6
main\Late erythroblast\Late erythroblast_3114.jpeg,Late erythroblast,8.6
main\Late erythroblast\Late erythroblast_3115.jpeg,Late erythroblast,8.6
main\Late erythroblast\Late erythroblast_3116.jpeg,Late erythroblast,8.6
main\Late erythroblast\Late erythroblast_3117.jpeg,Late erythroblast,8.6
main\Late erythroblast\Late erythroblast_3118.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3119.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3120.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3121.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3122.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3123.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3124.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3125.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3126.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3127.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3128.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3129.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3130.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3131.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3132.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3133.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3134.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_3135.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3136.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3137.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3138.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3139.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3140.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3141.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3142.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3143.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3144.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3145.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3146.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3147.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3148.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3149.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3150.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3151.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3152.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3153.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3154.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3155.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3156.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3157.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3158.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3159.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3160.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3161.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3162.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_3163.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3164.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3165.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3166.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3167.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3168.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3169.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3170.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3171.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3172.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3173.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3174.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3175.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3176.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3177.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3178.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3179.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3180.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3181.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3182.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3183.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3184.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_3185.jpeg,Late erythroblast,10.6
main\Late erythroblast\Late erythroblast_3186.jpeg,Late erythroblast,10.6
main\Late erythroblast\Late erythroblast_3187.jpeg,Late erythroblast,10.6
main\Late erythroblast\Late erythroblast_3188.jpeg,Late erythroblast,10.6
main\Late erythroblast\Late erythroblast_3189.jpeg,Late erythroblast,10.6
main\Late erythroblast\Late erythroblast_3190.jpeg,Late erythroblast,10.6
main\Late erythroblast\Late erythroblast_3191.jpeg,Late erythroblast,10.6
main\Late erythroblast\Late erythroblast_3192.jpeg,Late erythroblast,10.6
main\Late erythroblast\Late erythroblast_3193.jpeg,Late erythroblast,10.6
main\Late erythroblast\Late erythroblast_3194.jpeg,Late erythroblast,10.6
main\Late erythroblast\Late erythroblast_3195.jpeg,Late erythroblast,10.6
main\Late erythroblast\Late erythroblast_3196.jpeg,Late erythroblast,10.6
main\Late erythroblast\Late erythroblast_3197.jpeg,Late erythroblast,11
main\Late erythroblast\Late erythroblast_3198.jpeg,Late erythroblast,11
main\Late erythroblast\Late erythroblast_3199.jpeg,Late erythroblast,11
main\Late erythroblast\Late erythroblast_3200.jpeg,Late erythroblast,11
main\Late erythroblast\Late erythroblast_3201.jpeg,Late erythroblast,11
main\Late erythroblast\Late erythroblast_3202.jpeg,Late erythroblast,11
main\Late erythroblast\Late erythroblast_3203.jpeg,Late erythroblast,11
main\Late erythroblast\Late erythroblast_3204.jpeg,Late erythroblast,11
main\Late erythroblast\Late erythroblast_3205.jpeg,Late erythroblast,11
main\Late erythroblast\Late erythroblast_3206.jpeg,Late erythroblast,11
main\Late erythroblast\Late erythroblast_3207.jpeg,Late erythroblast,11
main\Late erythroblast\Late erythroblast_3208.jpeg,Late erythroblast,11
main\Late erythroblast\Late erythroblast_3209.jpeg,Late erythroblast,11
main\Late erythroblast\Late erythroblast_3210.jpeg,Late erythroblast,11.5
main\Late erythroblast\Late erythroblast_3211.jpeg,Late erythroblast,11.5
main\Late erythroblast\Late erythroblast_3212.jpeg,Late erythroblast,11.5
main\Late erythroblast\Late erythroblast_3213.jpeg,Late erythroblast,11.5
main\Late erythroblast\Late erythroblast_3214.jpeg,Late erythroblast,11.5
main\Late erythroblast\Late erythroblast_3215.jpeg,Late erythroblast,11.5
main\Late erythroblast\Late erythroblast_3216.jpeg,Late erythroblast,11.5
main\Late erythroblast\Late erythroblast_3217.jpeg,Late erythroblast,11.5
main\Late erythroblast\Late erythroblast_3218.jpeg,Late erythroblast,12
main\Late erythroblast\Late erythroblast_3219.jpeg,Late erythroblast,12
main\Late erythroblast\Late erythroblast_3220.jpeg,Late erythroblast,12
main\Late erythroblast\Late erythroblast_3221.jpeg,Late erythroblast,12
main\Late erythroblast\Late erythroblast_3222.jpeg,Late erythroblast,12.4
main\Late erythroblast\Late erythroblast_3223.jpeg,Late erythroblast,12.4
main\Late erythroblast\Late erythroblast_3224.jpeg,Late erythroblast,4.8
main\Late erythroblast\Late erythroblast_3225.jpeg,Late erythroblast,5.7
main\Late erythroblast\Late erythroblast_3226.jpeg,Late erythroblast,5.7
main\Late erythroblast\Late erythroblast_3227.jpeg,Late erythroblast,5.7
main\Late erythroblast\Late erythroblast_3228.jpeg,Late erythroblast,5.7
main\Late erythroblast\Late erythroblast_3229.jpeg,Late erythroblast,5.7
main\Late erythroblast\Late erythroblast_3230.jpeg,Late erythroblast,6.2
main\Late erythroblast\Late erythroblast_3231.jpeg,Late erythroblast,6.2
main\Late erythroblast\Late erythroblast_3232.jpeg,Late erythroblast,6.2
main\Late erythroblast\Late erythroblast_3233.jpeg,Late erythroblast,6.2
main\Late erythroblast\Late erythroblast_3234.jpeg,Late erythroblast,6.2
main\Late erythroblast\Late erythroblast_3235.jpeg,Late erythroblast,6.2
main\Late erythroblast\Late erythroblast_3236.jpeg,Late erythroblast,6.2
main\Late erythroblast\Late erythroblast_3237.jpeg,Late erythroblast,6.2
main\Late erythroblast\Late erythroblast_3238.jpeg,Late erythroblast,6.2
main\Late erythroblast\Late erythroblast_3239.jpeg,Late erythroblast,6.2
main\Late erythroblast\Late erythroblast_3240.jpeg,Late erythroblast,6.2
main\Late erythroblast\Late erythroblast_3241.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3242.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3243.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3244.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3245.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3246.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3247.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3248.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3249.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3250.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3251.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3252.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3253.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3254.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3255.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3256.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3257.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3258.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_3259.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3260.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3261.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3262.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3263.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3264.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3265.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3266.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3267.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3268.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3269.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3270.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3271.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3272.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3273.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3274.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3275.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3276.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3277.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3278.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3279.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3280.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_3281.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3282.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3283.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3284.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3285.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3286.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3287.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3288.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3289.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3290.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3291.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3292.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3293.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3294.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3295.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3296.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3297.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3298.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3299.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3300.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3301.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3302.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3303.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3304.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3305.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3306.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3307.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3308.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3309.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3310.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3311.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3312.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3313.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3314.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3315.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3316.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3317.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3318.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3319.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3320.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3321.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_3322.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3323.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3324.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3325.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3326.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3327.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3328.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3329.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3330.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3331.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3332.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3333.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3334.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3335.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3336.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3337.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3338.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3339.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3340.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3341.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3342.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3343.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3344.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3345.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3346.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3347.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3348.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3349.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3350.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3351.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3352.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3353.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3354.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3355.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3356.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3357.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3358.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3359.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_3360.jpeg,Late erythroblast,8.1
